case_enquiry_id,open_dt,target_dt,closed_dt,ontime,case_status,closure_reason,case_title,subject,reason,type,queue,department,submittedphoto,closedphoto,location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,location_street_name,location_zipcode,latitude,longitude,source
101004209887,2022-03-04 12:43:52,2022-06-02 12:43:52,2022-03-09 09:36:37,ONTIME,Closed,Case Closed. Closed date : Wed Mar 09 09:36:37 EST 2022 Resolved Correct address is 529 Harvard St #6. Spoke to occupant and all violations were corrected and inspection is not needed. Complaint closed.  ,SCH3/9Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,2 Hummingbird Ln  Dorchester  MA  02126,12,02,4,B3,Dorchester,9,14,1408,2 Hummingbird Ln,02126,42.3594,-71.0587,Constituent Call
101004209912,2022-03-04 13:01:00,2022-06-02 13:01:18,2022-03-22 12:15:13,ONTIME,Closed,Case Closed. Closed date : Tue Mar 22 12:15:13 EDT 2022 Noted Violations found notice written 3/22/22 ,SCH3/22Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,60 Cheney St  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1207,60 Cheney St,02121,42.3094,-71.0857,Constituent Call
101004118825,2022-01-07 11:27:00,2022-04-07 11:27:30,2022-01-07 14:06:52,ONTIME,Closed,Case Closed. Closed date : Fri Jan 07 14:06:52 EST 2022 Resolved Still snowing. No code enforcement violation found at this time  ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,PWDx_Code Enforcement,PWDx,,https://spot-boston-res.cloudinary.com/image/upload/v1641582408/boston/production/vmlqwwtellxqqjhtz6eh.jpg,64 Lubec St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,0102,64 Lubec St,02128,42.3705,-71.0337,Self Service
101004123817,2022-01-12 10:43:00,2022-04-12 10:43:50,2022-01-30 19:35:41,ONTIME,Closed,Case Closed. Closed date : Sun Jan 30 19:35:41 EST 2022 Resolved No Cause at this time   management and condo owners working on issue 1/28/22 ,SCHEDULED Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,282-286 Dudley St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 8,0803,282-286 Dudley St,02119,42.3284,-71.0784,Constituent Call
101004229759,2022-03-22 13:10:00,2022-06-20 13:10:44,2022-04-01 10:24:00,ONTIME,Closed,Case Closed. Closed date : Fri Apr 01 10:24:00 EDT 2022 Resolved No violations found. Case closed. ,SCH4/1Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,18 Walden St  Jamaica Plain  MA  02130,9,10A,6,E13,Jamaica Plain,11,Ward 10,1006,18 Walden St,02130,42.3256,-71.104,Constituent Call
101004232029,2022-03-24 10:19:00,2022-06-22 10:19:19,2022-10-17 15:27:52,OVERDUE,Closed,Case Closed. Closed date : 2022-10-17 15:27:52.323 Case Noted can not reach by  phone number 10/17/22 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,32 Union Ave  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1107,32 Union Ave,02130,42.3089,-71.1064,Constituent Call
101004243472,2022-04-04 08:35:00,2022-07-03 08:35:39,2022-04-04 14:43:11,ONTIME,Closed,Case Closed. Closed date : 2022-04-04 14:43:11.94 Case Resolved Called consituent all resolved. ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,58 Horan Way  Jamaica Plain  MA  02130,9,10A,6,E13,Jamaica Plain,11,Ward 10,1006,58 Horan Way,02130,42.3249,-71.1039,Constituent Call
101004243978,2022-04-04 12:46:00,2022-07-03 12:46:14,2022-04-05 08:56:52,ONTIME,Closed,Case Closed. Closed date : 2022-04-05 08:56:52.75 Case Resolved called constituent  all resolved. ,SCH4/26Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,70 W Newton St  Roxbury  MA  02118,4,1C,2,D4,Roxbury,6,09,0901,70 W Newton St,02118,42.3402,-71.0755,Constituent Call
101004249623,2022-04-08 13:35:00,2022-07-07 13:35:10,2022-04-13 12:01:43,ONTIME,Closed,Case Closed. Closed date : Wed Apr 13 12:01:43 EDT 2022 Resolved Upon arrival kitchen sink had constant leak. Mgmt sent out Maintenance and repaired sink while I was on site. Case closed. ,SCH4/13Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,71 Prentiss St  Mission Hill  MA  02120,9,10A,7,B2,Mission Hill,13,Ward 4,0409,71 Prentiss St,02120,42.3343,-71.0947,Constituent Call
101004142801,2022-01-21 11:37:00,2022-04-21 11:37:59,2022-02-02 11:58:47,ONTIME,Closed,Case Closed. Closed date : Wed Feb 02 11:58:47 EST 2022 Resolved Spoke with tenant on 2/1/22 and tenant stated that the issue has been resolved by maintenence and we can close the case.  ,SCHEDULED Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,1 Folsom Ave  Mission Hill  MA  02120,9,10A,8,B2,Mission Hill,14,Ward 10,1005,1 Folsom Ave,02120,42.3299,-71.0991,Constituent Call
101004142914,2022-01-21 12:36:00,2022-04-21 12:36:50,,OVERDUE,Open, ,SCHEDULED Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,74 Medford St  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,Ward 2,0202,74 Medford St,02129,42.3789,-71.0552,Constituent Call
101004146553,2022-01-25 17:18:00,2022-04-25 17:18:06,2022-02-08 10:06:00,ONTIME,Closed,Case Closed. Closed date : Tue Feb 08 10:06:00 EST 2022 Resolved Inspection no longer needed by occupant  case closed. ,SCHEDULED Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,36 Granfield Ave  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1913,36 Granfield Ave,02131,42.2896,-71.1216,Self Service
101004142043,2022-01-20 14:37:00,2022-04-20 14:37:55,2022-01-21 14:42:04,ONTIME,Closed,Case Closed. Closed date : 2022-01-21 14:42:04.597 Case Noted Constituent called and reported that a inspector already came out to residence  1/21/22 ,SCHEDULED Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,111 Atlantic Ave  Boston  MA  02109,3,1B,1,A1,Downtown / Financial District,3,Ward 3,0301,111 Atlantic Ave,02109,42.3614,-71.0527,Constituent Call
101004257425,2022-04-14 20:55:00,2022-07-13 20:55:53,2022-04-22 08:17:27,ONTIME,Closed,Case Closed. Closed date : 2022-04-22 08:17:27.59 Case Resolved Constituent doesn't need appointment because case was fixed. ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,2 Balfour St  Dorchester  MA  02125,7,03,7,B2,Roxbury,13,Ward 13,1301,2 Balfour St,02125,42.3143,-71.0766,Constituent Call
101004172730,2022-02-09 14:08:00,2022-05-10 14:08:37,2022-02-11 10:52:31,ONTIME,Closed,Case Closed. Closed date : Fri Feb 11 10:52:31 EST 2022 Resolved Occupant not present @ time of inspection.  Note: Mgmt Co. present  installing new refrigerator  ,SCH2/11Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,15 Victory Rd  Dorchester  MA  02122,8,07,3,C11,Dorchester,7,Ward 16,1605,15 Victory Rd,02122,42.2957,-71.0555,Constituent Call
101004173023,2022-02-09 16:43:00,2022-05-10 16:43:49,2022-02-10 14:18:17,ONTIME,Closed,Case Closed. Closed date : Thu Feb 10 14:18:17 EST 2022 Resolved New stove installed.  No Cause ,DISP 2/10Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,720 River St  Mattapan  MA  02126,8,08,5,E18,Mattapan,9,18,1805,720 River St,02126,42.2634,-71.1022,Constituent Call
101004263078,2022-04-20 15:05:00,2022-07-19 15:05:52,2022-04-27 11:27:39,ONTIME,Closed,Case Closed. Closed date : Wed Apr 27 11:27:39 EDT 2022 Noted Ref to Bldg re: fire escape ,SCH4/27Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,143 Highland St  Roxbury  MA  02119,9,10B,7,B2,Roxbury,13,Ward 11,1101,143 Highland St,02119,42.3253,-71.0934,Constituent Call
101004180638,2022-02-16 09:50:00,2022-05-17 09:50:56,,OVERDUE,Open, ,DISP2/15Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,261 Monsignor Dennis F. O'Callaghan Way  South Boston  MA  02127,6,05,2,C6,South Boston,5,07,0707,261 Monsignor Dennis F. O'Callaghan Way,02127,42.3277,-71.0551,Constituent Call
101004159655,2022-02-01 15:01:00,2022-05-02 15:01:02,,OVERDUE,Open, ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,25 Trotter Ct  Roxbury  MA  02118,7,10B,7,D4,Roxbury,13,09,0903,25 Trotter Ct,02118,42.3359,-71.0816,Constituent Call
101004269741,2022-04-26 08:46:00,2022-07-25 08:46:35,2022-05-13 12:27:34,ONTIME,Closed,Case Closed. Closed date : Fri May 13 12:27:34 EDT 2022 Resolved I&E team met maintenance on-site today. Exterior of property has been cleaned. Complaint closed. TM 5/13/22 ,SCH5/12Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,1 Howland St  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1202,1 Howland St,02121,42.3114,-71.0832,Constituent Call
101004167802,2022-02-06 19:39:00,2022-05-07 19:39:21,2022-02-09 08:41:45,ONTIME,Closed,Case Closed. Closed date : Wed Feb 09 08:41:45 EST 2022 Noted Several tickets have been issued by Code Enforcement.  ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,PWDx_Code Enforcement,PWDx,,,36 Selden St  Dorchester  MA  02124,8,07,4,B3,Dorchester,9,Ward 17,1710,36 Selden St,02124,42.2813,-71.0777,Constituent Call
101004167549,2022-02-06 15:43:00,2022-05-07 15:43:18,2022-02-09 07:49:08,ONTIME,Closed,Case Closed. Closed date : Wed Feb 09 07:49:08 EST 2022 Resolved No code enforcement violation found  ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,PWDx_Code Enforcement,PWDx,,https://spot-boston-res.cloudinary.com/image/upload/v1644410944/boston/production/hjk0tgxpjgom92f879fy.jpg,420 Norfolk St  Dorchester  MA  02124,8,07,5,B3,Greater Mattapan,9,Ward 14,1405,420 Norfolk St,02124,42.2817,-71.0866,Constituent Call
101004170506,2022-02-08 10:57:00,2022-05-09 10:57:10,2022-02-15 09:15:10,ONTIME,Closed,Case Closed. Closed date : Tue Feb 15 09:15:10 EST 2022 Resolved No cause. Tenant is condo owner ,SCH 2/11Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,19 Westminster Ave  Roxbury  MA  02119,9,10B,7,E13,Roxbury,13,Ward 11,1103,19 Westminster Ave,02119,42.3161,-71.0957,Constituent Call
101004175893,2022-02-11 17:12:00,2022-05-12 17:12:57,2022-02-16 12:14:18,ONTIME,Closed,Case Closed. Closed date : Wed Feb 16 12:14:18 EST 2022 Resolved No cause c.h. ,SCH 2/16Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,130 Endicott St  Boston  MA  02113,3,1B,1,A1,Downtown / Financial District,3,Ward 3,0304,130 Endicott St,02113,42.3648,-71.0575,Constituent Call
101004233357,2022-03-25 12:18:00,2022-06-23 12:18:24,,OVERDUE,Open, ,SCH4/12Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,1 Peterborough St  Boston  MA  02215,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,0502,1 Peterborough St,02215,42.3444,-71.0955,Constituent Call
101004286529,2022-05-10 10:36:00,2022-08-08 10:36:27,2022-05-17 13:53:31,ONTIME,Closed,Case Closed. Closed date : Tue May 17 13:53:31 EDT 2022 Noted Violations found. Notice written. ,SCH5/17Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,https://spot-boston-res.cloudinary.com/image/upload/v1652809999/boston/production/wi16f0vy1mrppgyw9mdu.jpg | https://spot-boston-res.cloudinary.com/image/upload/v1652810001/boston/production/iz3qnqpwtx3khxayosgx.jpg | https://spot-boston-res.cloudinary.com/image/upload/v1652810003/boston/production/fnlr8inurfo9gdlikys7.jpg,7 N Crescent Cirt  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 22,2204,7 N Crescent Cirt,02135,42.3493,-71.1683,Constituent Call
101004192293,2022-02-17 11:26:00,2022-05-18 11:26:49,2022-03-01 09:43:05,ONTIME,Closed,Case Closed. Closed date : Tue Mar 01 09:43:05 EST 2022 Noted Violations found. Notice written. ,SCH3/1Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,23 Egremont Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2112,23 Egremont Rd,02135,42.341,-71.1433,Constituent Call
101004208368,2022-03-03 09:17:00,2022-06-01 09:17:20,2022-03-03 10:11:19,ONTIME,Closed,Case Closed. Closed date : 2022-03-03 10:11:19.863 Case Resolved Constituent called back to say it's being fixed3/3/22 ,SCH3/8Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,82 Marion St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,0107,82 Marion St,02128,42.3783,-71.0372,Constituent Call
101004209754,2022-03-04 11:30:00,2022-06-02 11:30:00,2022-03-09 11:13:48,ONTIME,Closed,Case Closed. Closed date : Wed Mar 09 11:13:48 EST 2022 Resolved No Cause - spoke to occupant gave time. Arrived at premises rang door bell and waited for 15 minutes. Called occupant voice mail full. Left door knocker  3/9/22 ,SCH3/9Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,435 Quincy St  Dorchester  MA  02125,7,03,3,C11,Dorchester,8,Ward 15,1503,435 Quincy St,02125,42.3096,-71.0671,Constituent Call
101004198079,2022-02-23 10:15:00,2022-05-24 10:15:24,2022-03-02 10:45:42,ONTIME,Closed,Case Closed. Closed date : Wed Mar 02 10:45:42 EST 2022 Resolved No Cause WIP ,SCH3/2Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,185 Fulton St  Boston  MA  02109,3,1B,1,A1,Downtown / Financial District,3,Ward 3,0301,185 Fulton St,02109,42.3632,-71.052,Constituent Call
101004199254,2022-02-24 08:14:00,2022-05-25 08:14:21,2022-03-01 10:21:33,ONTIME,Closed,Case Closed. Closed date : Tue Mar 01 10:21:33 EST 2022 Resolved Occupant called to cancel. Hot water restored. Complaint closed.  ,SCH 3/1Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,115 Ames St  Dorchester  MA  02124,8,07,4,B3,Dorchester,9,14,1410,115 Ames St,02124,42.2895,-71.0829,Constituent Call
101004216136,2022-03-10 09:28:00,2022-06-08 09:28:39,2022-03-23 10:51:29,ONTIME,Closed,Case Closed. Closed date : Wed Mar 23 10:51:29 EDT 2022 Resolved Spoke to occupant daughter  she stated inspection no longer needed. Case closed. ,SCH3/23Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,944 Parker St  Jamaica Plain  MA  02130,9,10A,6,E13,Jamaica Plain,11,Ward 10,1007,944 Parker St,02130,42.3246,-71.1003,Constituent Call
101004297804,2022-05-18 17:36:00,2022-08-16 17:36:45,2022-05-19 09:54:27,ONTIME,Closed,Case Closed. Closed date : 2022-05-19 09:54:27.483 Case Resolved Spoke to constituent  but she refused to not understand by law that the heating season isn't up until after 6/15. She also stated that last year that someone came out and had turned on the A/C. ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,104 First Ave  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,Ward 2,0202,104 First Ave,02129,42.3765,-71.0511,Constituent Call
101004209889,2022-03-04 12:46:05,2022-06-02 12:46:05,2022-03-04 13:10:04,ONTIME,Closed,Case Closed. Closed date : 2022-03-04 13:10:04.78 Case Invalid DUPLICATE  ISSUE ENTERING CORRECT ADDRESS  PLEASE SEE CASE #101004209887 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,2 Hummingbird Ln  Dorchester  MA  02126,12,02,4,B3,Dorchester,9,14,1408,2 Hummingbird Ln,02126,42.3594,-71.0587,Constituent Call
101004210168,2022-03-04 16:58:00,2022-06-02 16:58:52,,OVERDUE,Open, ,DISP 3/7 Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,17 Magnolia Sq  Dorchester  MA  02125,7,03,7,B2,Roxbury,13,Ward 13,1304,17 Magnolia Sq,02125,42.3154,-71.0725,Constituent Call
101004198645,2022-02-23 14:50:00,2022-05-24 14:50:05,,OVERDUE,Open, ,SCH2/24Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,31 Prentiss St  Mission Hill  MA  02120,9,10A,7,B2,Mission Hill,13,Ward 4,0409,31 Prentiss St,02120,42.3338,-71.0935,Constituent Call
101004213680,2022-03-08 08:48:00,2022-06-06 08:48:30,2022-03-09 08:39:52,ONTIME,Closed,Case Closed. Closed date : Wed Mar 09 08:39:52 EST 2022 Noted Not a request ISD can resolve  This is for the property management of the building to handle  ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,INFO_Reallocation From Dept,INFO,,,241 W Canton St  Boston  MA  02116,4,1C,2,D4,South End,6,Ward 4,0402,241 W Canton St,02116,42.3458,-71.0776,Self Service
101004203623,2022-02-28 07:57:00,2022-05-29 07:57:58,2022-02-28 11:14:19,ONTIME,Closed,Case Closed. Closed date : 2022-02-28 11:14:19.657 RESOLVED HOT WATER RESTORED ,SCH3/9Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,70 Saint Botolph St  Boston  MA  02116,4,1C,2,D4,Boston,6,04,0402,70 Saint Botolph St,02116,42.3455,-71.0797,Constituent Call
101004227454,2022-03-20 21:00:00,2022-06-18 21:00:25,2022-04-21 13:10:42,ONTIME,Closed,Case Closed. Closed date : Thu Apr 21 13:10:42 EDT 2022 Noted Site visit made and left a door knocker.  ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Building (INTERNAL),ISD,,,111 Dale St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 9,0905,111 Dale St,02119,42.3225,-71.0883,Constituent Call
101004217716,2022-03-11 13:20:00,2022-06-09 13:20:35,2022-03-15 22:14:11,ONTIME,Closed,Case Closed. Closed date : Tue Mar 15 22:14:11 EDT 2022 Noted Notice written 3/15/22 ,SCH3/15Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,303 Dudley St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 8,0803,303 Dudley St,02119,42.3277,-71.0777,Constituent Call
101004222193,2022-03-16 05:01:00,2022-06-14 05:01:59,2022-03-21 08:45:28,ONTIME,Closed,Case Closed. Closed date : Mon Mar 21 08:45:28 EDT 2022 Noted Violations written  ,SCH 3/17 Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,5 Union Ave  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1107,5 Union Ave,02130,42.3097,-71.106,Constituent Call
101004214388,2022-03-08 15:36:00,2022-06-06 15:36:03,2022-03-11 09:19:03,ONTIME,Closed,Case Closed. Closed date : Fri Mar 11 09:19:03 EST 2022 Resolved Occupant called to cancel inspection. Complaint closed.  ,SCH 3/11 Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,73 Stratton St  Dorchester  MA  02124,8,07,4,B3,Greater Mattapan,9,Ward 14,1410,73 Stratton St,02124,42.289,-71.0864,Constituent Call
