,case_no,status_dttm,status,code,value,description,violation_stno,violation_sthigh,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_addr2,contact_city,contact_state,contact_zip,sam_id,latitude,longitude,location,neighborhood
116,HVIOL-661410,2023-02-13 11:27:31,Open,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",734,,Cummins,HWY,Mattapan,MA,02126,18,104 Thatcher St.,,milton,MA,02186,221206,42.27091100003018,-71.10190700119084,"42.27091100003018 , -71.10190700119084",Mattapan
117,HVIOL-661410,2023-02-13 11:27:31,Open,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",734,,Cummins,HWY,Mattapan,MA,02126,18,104 Thatcher St.,,milton,MA,02186,221206,42.27091100003018,-71.10190700119084,"42.27091100003018 , -71.10190700119084",Mattapan
118,HVIOL-661410,2023-02-13 11:27:31,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",734,,Cummins,HWY,Mattapan,MA,02126,18,104 Thatcher St.,,milton,MA,02186,221206,42.27091100003018,-71.10190700119084,"42.27091100003018 , -71.10190700119084",Mattapan
119,HVIOL-661410,2023-02-13 11:27:31,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",734,,Cummins,HWY,Mattapan,MA,02126,18,104 Thatcher St.,,milton,MA,02186,221206,42.27091100003018,-71.10190700119084,"42.27091100003018 , -71.10190700119084",Mattapan
120,HVIOL-661410,2023-02-13 11:27:31,Open,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",734,,Cummins,HWY,Mattapan,MA,02126,18,104 Thatcher St.,,milton,MA,02186,221206,42.27091100003018,-71.10190700119084,"42.27091100003018 , -71.10190700119084",Mattapan
121,HVIOL-661410,2023-02-13 11:27:31,Open,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",734,,Cummins,HWY,Mattapan,MA,02126,18,104 Thatcher St.,,milton,MA,02186,221206,42.27091100003018,-71.10190700119084,"42.27091100003018 , -71.10190700119084",Mattapan
122,HVIOL-661410,2023-02-13 11:27:31,Open,CMR410.550 A,,"Extermination of Insects, Rodents and Skunks - Occupant of a dwelling containing one dwelling unit shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them ",734,,Cummins,HWY,Mattapan,MA,02126,18,104 Thatcher St.,,milton,MA,02186,221206,42.27091100003018,-71.10190700119084,"42.27091100003018 , -71.10190700119084",Mattapan
123,HVIOL-661410,2023-02-13 11:27:31,Open,CMR410.602 D,,"Maint. of Areas Free from Garbage & Rubbish(Common Areas) - In any dwelling, the owner shall be responsible for maintaining in a clean and sanitary condition free of garbage, rubbish, filth all common areas.",734,,Cummins,HWY,Mattapan,MA,02126,18,104 Thatcher St.,,milton,MA,02186,221206,42.27091100003018,-71.10190700119084,"42.27091100003018 , -71.10190700119084",Mattapan
124,HVIOL-661410,2023-02-13 11:27:31,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",734,,Cummins,HWY,Mattapan,MA,02126,18,104 Thatcher St.,,milton,MA,02186,221206,42.27091100003018,-71.10190700119084,"42.27091100003018 , -71.10190700119084",Mattapan
125,HVIOL-661410,2023-02-13 11:27:31,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",734,,Cummins,HWY,Mattapan,MA,02126,18,104 Thatcher St.,,milton,MA,02186,221206,42.27091100003018,-71.10190700119084,"42.27091100003018 , -71.10190700119084",Mattapan
126,HVIOL-661410,2023-02-13 11:27:31,Open,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",734,,Cummins,HWY,Mattapan,MA,02126,18,104 Thatcher St.,,milton,MA,02186,221206,42.27091100003018,-71.10190700119084,"42.27091100003018 , -71.10190700119084",Mattapan
127,HVIOL-661410,2023-02-13 11:27:31,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",734,,Cummins,HWY,Mattapan,MA,02126,18,104 Thatcher St.,,milton,MA,02186,221206,42.27091100003018,-71.10190700119084,"42.27091100003018 , -71.10190700119084",Mattapan
128,HVIOL-661410,2023-02-13 11:27:31,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",734,,Cummins,HWY,Mattapan,MA,02126,18,104 Thatcher St.,,milton,MA,02186,221206,42.27091100003018,-71.10190700119084,"42.27091100003018 , -71.10190700119084",Mattapan
129,HVIOL-661410,2023-02-13 11:27:31,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",734,,Cummins,HWY,Mattapan,MA,02126,18,104 Thatcher St.,,milton,MA,02186,221206,42.27091100003018,-71.10190700119084,"42.27091100003018 , -71.10190700119084",Mattapan
130,HVIOL-661410,2023-02-13 11:27:31,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",734,,Cummins,HWY,Mattapan,MA,02126,18,104 Thatcher St.,,milton,MA,02186,221206,42.27091100003018,-71.10190700119084,"42.27091100003018 , -71.10190700119084",Mattapan
131,HVIOL-661402,2023-02-13 11:15:38,Open,CMR410.200 A,,"Heating Facilities Required - Owner shall provide & maintain in good operating condition the facilities for heating every habitable room and every room containing a toilet, shower or bathtub.",261,,Hebron,ST,Mattapan,MA,02126,18,261 Hebron St. #1,,boston,MA,02126,72488,42.27113999974061,-71.10944000104608,"42.27113999974061 , -71.10944000104608",Hyde Park
132,HVIOL-661402,2023-02-13 11:15:38,Open,CMR410.200 A,,"Heating Facilities Required - Owner shall provide & maintain in good operating condition the facilities for heating every habitable room and every room containing a toilet, shower or bathtub.",261,,Hebron,ST,Mattapan,MA,02126,18,261 Hebron St. #1,,boston,MA,02126,72488,42.27113999974061,-71.10944000104608,"42.27113999974061 , -71.10944000104608",Hyde Park
136,HVIOL-659798,2023-02-02 13:42:54,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",2,,Linden,AVE,Mattapan,MA,02126,18,,,,,,86328,42.26432000010292,-71.10587000102133,"42.26432000010292 , -71.10587000102133",Hyde Park
137,HVIOL-661343,2023-02-13 09:38:03,Open,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",4,,Joyce Hayes,WAY,South Boston,MA,02127,06,81 Orton Marotta Way,,boston,MA,02127,260093,42.33763999996924,-71.05546000126249,"42.33763999996924 , -71.05546000126249",South Boston
139,HVIOL-661343,2023-02-13 09:38:03,Open,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",4,,Joyce Hayes,WAY,South Boston,MA,02127,06,81 Orton Marotta Way,,boston,MA,02127,260093,42.33763999996924,-71.05546000126249,"42.33763999996924 , -71.05546000126249",South Boston
141,HVIOL-661341,2023-02-13 09:36:01,Open,CMR410.482 A,,"Smoke Detectors & Carbon Monoxide Alarms - Owner shall provide, install and maintain in operable condition smoke detectors and carbon monoxide alarms",471,,Beech,ST,Roslindale,MA,02131,18,471 Beech St. #1,,boston,MA,02131,185891,42.27604999996274,-71.13375000120885,"42.27604999996274 , -71.13375000120885",Roslindale
142,HVIOL-661341,2023-02-13 09:36:01,Open,CMR410.482 A,,"Smoke Detectors & Carbon Monoxide Alarms - Owner shall provide, install and maintain in operable condition smoke detectors and carbon monoxide alarms",471,,Beech,ST,Roslindale,MA,02131,18,471 Beech St. #1,,boston,MA,02131,185891,42.27604999996274,-71.13375000120885,"42.27604999996274 , -71.13375000120885",Roslindale
145,HVIOL-661156,2023-02-10 12:10:36,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",334,,Massachusetts,AVE,Boston,MA,02115,04,334 Massachusetts Ave,,boston,MA,02115,271498,42.34260000002162,-71.08417000124156,"42.34260000002162 , -71.08417000124156",Back Bay
146,HVIOL-661156,2023-02-10 12:10:36,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",334,,Massachusetts,AVE,Boston,MA,02115,04,334 Massachusetts Ave,,boston,MA,02115,271498,42.34260000002162,-71.08417000124156,"42.34260000002162 , -71.08417000124156",Back Bay
147,HVIOL-661156,2023-02-10 12:10:36,Open,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",334,,Massachusetts,AVE,Boston,MA,02115,04,334 Massachusetts Ave,,boston,MA,02115,271498,42.34260000002162,-71.08417000124156,"42.34260000002162 , -71.08417000124156",Back Bay
148,HVIOL-661156,2023-02-10 12:10:36,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",334,,Massachusetts,AVE,Boston,MA,02115,04,334 Massachusetts Ave,,boston,MA,02115,271498,42.34260000002162,-71.08417000124156,"42.34260000002162 , -71.08417000124156",Back Bay
149,HVIOL-661156,2023-02-10 12:10:36,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",334,,Massachusetts,AVE,Boston,MA,02115,04,334 Massachusetts Ave,,boston,MA,02115,271498,42.34260000002162,-71.08417000124156,"42.34260000002162 , -71.08417000124156",Back Bay
150,HVIOL-661156,2023-02-10 12:10:36,Open,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",334,,Massachusetts,AVE,Boston,MA,02115,04,334 Massachusetts Ave,,boston,MA,02115,271498,42.34260000002162,-71.08417000124156,"42.34260000002162 , -71.08417000124156",Back Bay
153,HVIOL-661125,2023-02-10 08:30:33,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",6,,Bismarck,ST,Mattapan,MA,02126,18,"341 Newbury St., Suite 5  Thomas Mazza",,boston,MA,02115,188990,42.269709999961485,-71.09901000126563,"42.269709999961485 , -71.09901000126563",Mattapan
154,HVIOL-661027,2023-02-09 15:33:47,Open,CMR410.550 A,,"Extermination of Insects, Rodents and Skunks - Occupant of a dwelling containing one dwelling unit shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them ",1875,,Dorchester,AVE,Dorchester,MA,02124,16,1875 Dorchester Ave. c/o George McGrath,,boston,MA,02124,224949,42.28703000002868,-71.06420000126613,"42.28703000002868 , -71.06420000126613",Dorchester
155,HVIOL-661027,2023-02-09 15:33:47,Open,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",1875,,Dorchester,AVE,Dorchester,MA,02124,16,1875 Dorchester Ave. c/o George McGrath,,boston,MA,02124,224949,42.28703000002868,-71.06420000126613,"42.28703000002868 , -71.06420000126613",Dorchester
156,HVIOL-660456,2023-02-07 10:59:21,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",34,,Cambridge,ST,Charlestown,MA,02129,02,32 Cambridge Street,,charlestown,Ma,02129,424274,42.38331122803611,-71.07388642201353,"42.38331122803611 , -71.07388642201353",Charlestown
157,HVIOL-661027,2023-02-09 15:33:47,Open,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",1875,,Dorchester,AVE,Dorchester,MA,02124,16,1875 Dorchester Ave. c/o George McGrath,,boston,MA,02124,224949,42.28703000002868,-71.06420000126613,"42.28703000002868 , -71.06420000126613",Dorchester
158,HVIOL-661027,2023-02-09 15:33:47,Open,CMR410.550 A,,"Extermination of Insects, Rodents and Skunks - Occupant of a dwelling containing one dwelling unit shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them ",1875,,Dorchester,AVE,Dorchester,MA,02124,16,1875 Dorchester Ave. c/o George McGrath,,boston,MA,02124,224949,42.28703000002868,-71.06420000126613,"42.28703000002868 , -71.06420000126613",Dorchester
159,HVIOL-660961,2023-02-09 11:49:58,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",800,,Hyde Park,AVE,Boston,MA,02136,18,41 Alpine St.,,malden,MA,02148,413165,42.273140000003934,-71.11978000123162,"42.273140000003934 , -71.11978000123162",Hyde Park
160,HVIOL-660961,2023-02-09 11:49:58,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",800,,Hyde Park,AVE,Boston,MA,02136,18,41 Alpine St.,,malden,MA,02148,413165,42.273140000003934,-71.11978000123162,"42.273140000003934 , -71.11978000123162",Hyde Park
161,HVIOL-660961,2023-02-09 11:49:58,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",800,,Hyde Park,AVE,Boston,MA,02136,18,41 Alpine St.,,malden,MA,02148,413165,42.273140000003934,-71.11978000123162,"42.273140000003934 , -71.11978000123162",Hyde Park
162,HVIOL-660961,2023-02-09 11:49:58,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",800,,Hyde Park,AVE,Boston,MA,02136,18,41 Alpine St.,,malden,MA,02148,413165,42.273140000003934,-71.11978000123162,"42.273140000003934 , -71.11978000123162",Hyde Park
